696500,30.06,61.82
696550,30.05,61.84
696600,30.05,61.85
696650,30.06,61.85
696700,30.06,61.86
696750,30.05,61.87
696800,30.05,61.85
696850,30.06,61.87
696900,30.06,61.88
696950,30.05,61.86
697000,30.06,61.87
697050,30.05,61.85
697100,30.05,61.87
697150,30.06,61.87
697200,30.06,61.85
697250,30.04,61.88
697300,30.06,61.85
697350,30.06,61.84
697400,30.06,61.86
697450,30.06,61.88
697500,30.05,61.87
697550,30.05,61.84
697600,30.06,61.87
697650,30.06,61.84
697700,30.05,61.83
697750,30.06,61.89
697800,30.06,61.89
697850,30.07,61.87
697900,30.08,61.91
697950,30.07,61.89
698000,30.07,61.89
698050,30.06,61.89
698100,30.05,61.87
698150,30.05,61.86
698200,30.06,61.85
698250,30.05,61.88
698300,30.05,61.83
698350,30.06,61.84
698400,30.04,61.84
698450,30.06,61.88
698500,30.06,61.86
698550,30.05,61.86
698600,30.07,61.90
698650,30.05,61.84
698700,30.05,61.88
698750,30.04,61.88
698800,30.07,61.89
698850,30.05,61.89
698900,30.05,61.87
698950,30.05,61.90
699000,30.06,61.88
699050,30.05,61.88
699100,30.05,61.89
699150,30.06,61.88
699200,30.07,61.87
699250,30.05,61.87
699300,30.06,61.89
699350,30.06,61.91
699400,30.07,61.85
699450,30.06,61.86
699500,30.07,61.88
699550,30.06,61.81
699600,30.06,61.81
699650,30.06,61.82
699700,30.06,61.79
699750,30.07,61.79
699800,30.06,61.80
699850,30.06,61.79
699900,30.05,61.75
699950,30.05,61.77
700000,30.06,61.78
700050,30.05,61.79
700100,30.03,61.73
700150,30.05,61.84
700200,30.05,61.85
700250,30.05,61.88
700300,30.04,61.88
700350,30.05,61.87
700400,30.03,61.86
700450,30.05,61.84
700500,30.04,61.83
700550,30.06,61.86
700600,30.05,61.87
700650,30.04,61.87
700700,30.03,61.84
700750,30.05,61.85
700800,30.03,61.86
700850,30.04,61.86
700900,30.04,61.83
700950,30.04,61.86
701000,30.05,61.85
701050,30.04,61.83
701100,30.04,61.82
701150,30.04,61.83
701200,30.05,61.81
701250,30.05,61.86
701300,30.04,61.85
701350,30.04,61.83
701400,30.03,61.86
701450,30.03,61.83
701500,30.03,61.85
701550,30.03,61.84
701600,30.04,61.84
701650,30.05,61.88
701700,30.02,61.87
701750,30.02,61.88
701800,30.01,61.87
701850,30.03,61.89
701900,30.01,61.86
701950,30.02,61.84
702000,30.04,61.82
702050,30.04,61.84
702100,30.04,61.84
702150,30.02,61.87
702200,30.02,61.87
702250,30.03,61.89
702300,30.03,61.91
702350,30.03,61.85
702400,30.04,61.88
702450,30.04,61.89
702500,30.04,61.87
702550,30.02,61.84
702600,30.03,61.86
702650,30.03,61.84
702700,30.03,61.85
702750,30.03,61.87
702800,30.03,61.86
702850,30.03,61.89
702900,30.01,61.87
702950,30.03,61.88
703000,30.03,61.86
703050,30.01,61.86
703100,30.04,61.85
703150,30.03,61.92
703200,30.02,61.86
703250,30.02,61.84
703300,30.03,61.87
703350,30.01,61.87
703400,30.04,61.86
703450,30.02,61.85
703500,30.04,61.85
703550,30.03,61.87
703600,30.02,61.82
703650,30.02,61.85
703700,30.02,61.89
703750,30.03,61.86
703800,30.03,61.87
703850,30.00,61.83
703900,30.01,61.84
703950,30.03,61.86
704000,30.03,61.88
704050,30.00,61.87
704100,30.01,61.87
704150,30.03,61.89
704200,30.03,61.88
704250,30.02,61.90
704300,30.03,61.87
704350,30.02,61.89
704400,30.03,61.91
704450,30.01,61.87
704500,30.04,61.91
704550,30.02,61.88
704600,30.02,61.88
704650,30.03,61.88
704700,30.02,61.90
704750,30.01,61.89
704800,30.00,61.86
704850,30.02,61.88
704900,30.02,61.92
704950,30.03,61.92
705000,30.01,61.89
705050,30.00,61.87
705100,30.00,61.84
705150,30.01,61.91
705200,29.99,61.90
705250,29.99,61.88
705300,29.99,61.86
705350,29.99,61.89
705400,29.99,61.81
705450,29.98,61.85
705500,30.01,61.86
705550,30.00,61.86
705600,29.98,61.88
705650,29.99,61.89
705700,29.99,61.87
705750,29.99,61.88
705800,30.00,61.89
705850,30.01,61.91
705900,30.00,61.87
705950,29.99,61.87
706000,29.99,61.88
706050,29.99,61.89
706100,29.99,61.86
706150,30.00,61.88
706200,30.00,61.91
706250,30.00,61.94
706300,30.01,61.92
706350,29.99,61.90
706400,29.99,61.88
706450,30.00,61.90
706500,29.98,61.90
706550,29.99,61.91
706600,29.98,61.90
706650,29.97,61.88
706700,29.98,61.86
706750,29.98,61.88
706800,29.99,61.90
706850,29.99,61.90
706900,29.98,61.89
706950,29.98,61.88
707000,29.97,61.89
707050,29.97,61.88
707100,29.99,61.92
707150,29.98,61.92
707200,29.97,61.92
707250,29.97,61.90
707300,29.96,61.88
707350,29.97,61.89
707400,29.99,61.90
707450,29.97,61.91
707500,29.96,61.90
707550,29.98,61.95
707600,29.97,61.93
707650,29.97,61.93
707700,29.97,61.93
707750,29.95,61.93
707800,29.96,61.92
707850,29.97,61.93
707900,29.98,61.95
707950,29.96,61.91
708000,29.96,61.92
708050,29.96,61.93
708100,29.96,61.91
708150,29.96,61.90
708200,29.95,61.92
708250,29.95,61.92
708300,29.95,61.90
708350,29.95,61.91
708400,29.95,61.92
708450,29.94,61.89
708500,29.92,61.89
708550,29.95,61.91
708600,29.94,61.89
708650,29.94,61.92
708700,29.94,61.93
708750,29.94,61.90
708800,29.94,61.91
708850,29.94,61.93
708900,29.93,61.91
708950,29.94,61.91
709000,29.94,61.89
709050,29.95,61.91
709100,29.92,61.89
709150,29.92,61.89
709200,29.93,61.90
709250,29.94,61.91
709300,29.91,61.89
709350,29.93,61.90
709400,29.92,61.93
709450,29.93,61.94
709500,29.92,61.89
709550,29.93,61.93
709600,29.92,61.93
709650,29.92,61.93
709700,29.93,61.95
709750,29.92,61.93
709800,29.92,61.94
709850,29.94,61.95
709900,29.93,61.95
709950,29.94,61.91
710000,29.92,61.95
710050,29.92,61.93
710100,29.91,61.97
710150,29.91,61.92
710200,29.94,61.94
710250,29.92,61.94
710300,29.90,61.92
710350,29.90,61.93
710400,29.91,61.92
710450,29.92,61.93
710500,29.90,61.92
710550,29.91,61.96
710600,29.91,61.93
710650,29.92,61.97
710700,29.92,61.95
710750,29.91,61.93
710800,29.90,61.94
710850,29.89,61.92
710900,29.89,61.88
710950,29.88,61.89
711000,29.89,61.90
711050,29.87,61.94
711100,29.88,61.91
711150,29.88,61.90
711200,29.90,61.93
711250,29.87,61.90
711300,29.88,61.91
711350,29.88,61.93
711400,29.88,61.95
711450,29.89,61.92
711500,29.88,61.89
711550,29.88,61.93
711600,29.87,61.95
711650,29.88,61.92
711700,29.87,61.93
711750,29.87,61.97
711800,29.87,61.93
711850,29.87,61.96
711900,29.88,61.97
711950,29.86,61.94
712000,29.87,61.93
712050,29.87,61.95
712100,29.86,61.91
712150,29.87,61.96
712200,29.86,61.95
712250,29.86,61.94
712300,29.86,61.92
712350,29.86,61.96
712400,29.87,61.95
712450,29.85,61.95
712500,29.86,61.94
712550,29.87,61.95
712600,29.87,61.97
712650,29.86,61.96
712700,29.87,61.99
712750,29.86,61.96
712800,29.87,61.95
712850,29.88,62.00
712900,29.86,61.96
712950,29.86,61.96
713000,29.86,61.95
713050,29.85,61.96
713100,29.86,61.94
713150,29.87,61.98
713200,29.86,61.98
713250,29.85,61.98
713300,29.85,62.00
713350,29.85,61.99
713400,29.85,61.97
713450,29.86,61.93
713500,29.86,61.94
713550,29.85,61.96
713600,29.86,61.96
713650,29.85,61.96
713700,29.85,61.96
713750,29.84,61.98
713800,29.84,61.96
713850,29.85,62.00
713900,29.85,61.96
713950,29.84,61.96
714000,29.84,61.97
714050,29.85,61.93
714100,29.83,61.95
714150,29.84,61.97
714200,29.85,61.98
714250,29.84,61.98
714300,29.85,62.00
714350,29.85,61.98
714400,29.84,61.99
714450,29.84,61.97
714500,29.83,61.95
714550,29.83,61.94
714600,29.83,61.93
714650,29.83,61.97
714700,29.83,61.93
714750,29.83,61.95
714800,29.81,61.97
714850,29.82,61.96
714900,29.82,61.95
714950,29.82,61.95
715000,29.81,61.95
715050,29.83,61.97
715100,29.83,61.95
715150,29.82,61.96
715200,29.82,61.96
715250,29.83,61.93
715300,29.81,61.96
715350,29.82,61.95
715400,29.82,61.93
715450,29.83,61.93
715500,29.81,61.92
715550,29.83,61.94
715600,29.83,61.93
715650,29.83,61.96
715700,29.83,61.97
715750,29.84,61.96
715800,29.83,62.02
715850,29.84,61.97
715900,29.84,62.01
