9.735,0.340,3.610,-0.2438,-0.0645,0.9555,29.17
9.847,0.081,3.733,-0.2835,-0.1346,0.8897,29.20
9.316,-0.235,3.615,-0.1601,-0.1788,0.2553,29.19
9.280,-0.455,3.496,-0.0168,-0.2974,-0.0538,29.19
9.177,-0.007,3.407,0.0325,-0.2302,0.1029,29.18
9.306,-0.802,3.302,0.0285,-0.2555,0.5052,29.17
9.428,-0.730,3.376,-0.0493,-0.2643,0.4972,29.19
9.421,-0.773,3.278,0.0695,-0.2947,0.1063,29.19
9.570,0.134,3.431,0.2793,-0.4415,-0.0136,29.19
10.415,0.467,3.462,0.3445,-0.3896,0.2542,29.17
9.536,-0.797,3.199,0.0218,-0.1966,0.4258,29.18
9.536,-0.979,3.304,-0.2273,-0.1079,0.1727,29.20
8.428,2.100,2.701,-0.1809,-0.3890,-0.6166,29.20
9.718,0.800,2.871,-0.6169,-0.2137,-0.0946,29.19
10.886,-0.950,3.670,-1.1711,-0.1063,0.6073,29.19
9.155,-0.663,2.983,-1.7650,-0.0077,0.6678,29.19
8.681,-1.199,3.170,-1.9566,-0.0077,0.2787,29.16
9.143,-1.369,2.356,-1.3070,-0.1364,-0.5500,29.20
9.795,-0.170,2.806,-0.4066,-0.0906,-0.6915,29.22
10.384,0.297,3.452,-0.5630,-0.1082,-0.3136,29.19
10.221,0.089,3.531,-0.9166,-0.0805,-0.1980,29.19
9.407,-0.656,3.160,-1.4440,-0.0608,-0.2750,29.20
9.438,-0.618,2.818,-1.1205,-0.0533,-0.4469,29.19
10.025,-0.215,3.029,-0.9619,-0.0256,-0.3344,29.19
8.083,-2.689,2.174,-1.2308,-0.1612,-0.2054,29.19
4.384,-7.221,3.646,-1.3339,0.5111,-3.6932,29.21
14.320,6.311,5.080,0.3605,0.7394,-2.1368,29.21
10.297,1.834,2.418,0.4274,0.0059,-0.4562,29.21
7.738,0.445,7.796,-0.9305,-0.0954,-0.4141,29.22
9.780,-0.771,1.269,-1.0432,-0.2060,-0.3877,29.20
10.302,1.006,1.262,-0.1564,-0.1322,-0.1172,29.21
10.862,1.274,0.532,0.8076,-0.0725,0.2118,29.20
7.798,0.414,2.164,-2.0462,-0.1154,-0.4237,29.21
10.429,3.010,4.611,0.5950,0.6350,-1.7504,29.22
8.902,-0.206,2.105,0.2854,0.2142,-1.2335,29.20
9.771,2.028,3.859,0.1945,0.0173,-0.9430,29.21
10.372,2.401,3.400,-0.1897,-0.1005,-0.5931,29.20
10.436,1.836,2.600,-0.0805,-0.2158,-0.1388,29.21
9.759,1.939,3.196,0.4951,-0.2809,0.0053,29.21
9.436,1.690,3.237,0.3504,-0.1508,0.0709,29.20
9.783,1.848,3.141,0.4668,-0.0794,0.0866,29.21
9.687,1.597,3.254,0.5129,-0.0837,0.1769,29.22
9.610,1.295,3.007,0.5047,-0.1172,0.1935,29.20
9.285,1.413,3.086,0.8130,-0.1596,0.1841,29.21
9.610,1.434,3.089,0.7544,-0.1668,0.2542,29.20
9.752,1.590,3.012,0.6438,-0.1780,0.3600,29.19
9.512,1.683,3.089,0.6113,-0.2177,0.5031,29.19
