-2.04,0.36,9.73,9.95,IDLE
-2.06,0.37,9.69,9.92,IDLE
-2.04,0.35,9.71,9.93,IDLE
-2.05,0.36,9.71,9.93,IDLE
-2.04,0.35,9.73,9.94,IDLE
-2.07,0.38,9.70,9.92,IDLE
-2.06,0.38,9.70,9.92,IDLE
-2.06,0.36,9.70,9.92,IDLE
-2.06,0.38,9.67,9.89,IDLE
-2.04,0.36,9.68,9.90,IDLE
-2.04,0.35,9.69,9.91,IDLE
-2.06,0.35,9.70,9.93,IDLE
-2.05,0.35,9.71,9.93,IDLE
-2.05,0.35,9.66,9.89,IDLE
-2.03,0.34,9.68,9.89,IDLE
-2.05,0.34,9.69,9.91,IDLE
-2.07,0.36,9.68,9.91,IDLE
-2.08,0.37,9.68,9.91,IDLE
-2.06,0.35,9.66,9.89,IDLE
-2.04,0.33,9.67,9.89,IDLE
-2.04,0.36,9.71,9.93,IDLE
