547195,31.26,54.41,8.298,0.924,5.990,0.208,0.103,0.246,10.276,10.163
547246,31.25,54.39,8.195,0.907,5.962,0.236,0.105,0.317,10.175,10.164
547295,31.27,54.41,7.980,0.883,5.875,0.238,0.042,0.323,9.949,10.143
547344,31.26,54.37,7.537,1.075,5.827,0.216,0.043,0.362,9.588,10.087
547395,31.25,54.37,7.527,1.504,5.997,0.325,-0.107,0.324,9.741,10.053
547447,31.24,54.37,8.313,1.202,6.246,0.406,-0.221,0.217,10.467,10.094
547497,31.24,54.39,8.693,0.807,6.809,0.376,0.060,0.273,11.072,10.192
547547,31.25,54.38,8.305,0.797,6.618,0.288,-0.104,0.352,10.649,10.238
547597,31.26,54.39,7.705,0.692,6.103,0.263,-0.349,0.341,9.853,10.199
547646,31.25,54.41,7.645,0.922,5.751,0.389,-0.185,0.283,9.611,10.140
547695,31.24,54.42,8.064,0.639,6.208,0.382,-0.149,0.272,10.197,10.146
547744,31.26,54.44,8.121,0.611,5.962,0.362,-0.235,0.324,10.093,10.141
547794,31.24,54.46,8.030,0.843,6.050,0.358,-0.283,0.386,10.089,10.136
547844,31.27,54.46,8.210,0.874,5.765,0.466,-0.091,0.438,10.070,10.129
547894,31.26,54.49,8.562,0.771,5.806,0.579,0.072,0.486,10.373,10.153
547944,31.25,54.51,9.127,0.546,6.160,0.581,-0.067,0.535,11.025,10.241
547994,31.26,54.53,9.218,0.589,6.000,0.595,-0.028,0.528,11.014,10.318
548044,31.26,54.49,9.347,0.110,5.684,0.646,0.075,0.442,10.940,10.380
548094,31.28,54.51,9.117,-0.007,5.080,0.587,0.187,0.434,10.437,10.386
548144,31.25,54.54,8.605,0.086,5.241,0.642,0.105,0.381,10.076,10.355
548194,31.27,54.56,8.691,-0.467,4.956,0.666,-0.056,0.346,10.016,10.321
548244,31.26,54.54,8.497,-0.338,5.009,0.499,-0.041,0.346,9.869,10.276
548294,31.26,54.57,8.272,-0.292,4.831,0.463,0.045,0.305,9.584,10.207
548344,31.26,54.59,8.339,-0.570,4.872,0.389,-0.043,0.238,9.675,10.153
548394,31.26,54.56,8.588,-0.656,4.966,0.317,-0.020,0.267,9.942,10.132
548444,31.25,54.58,8.198,-0.855,4.793,0.352,0.041,0.208,9.535,10.072
548494,31.26,54.59,8.234,-1.197,4.626,0.212,0.095,0.208,9.520,10.017
548546,31.26,54.56,8.329,-1.420,4.812,0.302,-0.015,0.246,9.724,9.988
548594,31.25,54.57,8.789,-1.460,5.717,0.179,-0.303,0.332,10.586,10.048
548644,31.27,54.57,8.813,-1.228,5.502,0.260,-0.088,0.326,10.462,10.089
548694,31.26,54.60,8.569,-1.008,5.988,0.470,0.083,0.404,10.502,10.130
548744,31.26,54.60,7.743,-0.737,5.397,0.540,0.131,0.321,9.467,10.064
548795,31.24,54.55,8.564,-0.867,6.565,0.610,-0.155,0.139,10.826,10.140
548845,31.25,54.58,8.346,-0.814,5.962,0.297,-0.163,0.099,10.289,10.155
548894,31.25,54.59,8.258,-0.572,6.280,0.505,0.132,0.106,10.390,10.179
548944,31.25,54.55,7.535,-0.673,6.369,0.479,-0.055,0.090,9.888,10.150
548994,31.25,54.56,7.518,-1.013,6.412,0.277,0.005,0.100,9.932,10.128
549044,31.23,54.55,7.384,-1.199,5.899,0.167,-0.001,0.069,9.527,10.068
549094,31.26,54.57,8.095,-1.037,6.062,0.148,0.115,0.157,10.166,10.078
549144,31.25,54.58,8.401,-0.941,5.823,0.494,0.231,0.162,10.265,10.096
549194,31.23,54.58,9.163,-0.089,5.765,0.629,0.086,0.252,10.826,10.169
549244,31.23,54.53,9.424,0.345,5.744,0.558,-0.077,0.187,11.041,10.256
549294,31.24,54.57,8.803,0.630,5.073,0.353,0.272,0.001,10.180,10.249
549344,31.25,54.56,10.530,1.022,5.744,0.391,-0.037,0.051,12.038,10.428
549394,31.25,54.54,10.369,0.345,4.678,0.283,-0.029,0.339,11.381,10.523
549444,31.23,54.55,9.134,1.049,4.676,0.101,0.362,0.321,10.315,10.502
549494,31.25,54.58,8.447,1.147,4.463,0.053,0.024,0.385,9.622,10.414
549544,31.22,54.57,8.238,0.678,4.475,0.062,-0.030,0.309,9.400,10.313
549594,31.23,54.60,8.198,0.718,4.640,-0.080,0.075,0.153,9.447,10.226
549644,31.24,54.58,8.483,0.833,5.334,0.132,-0.019,0.087,10.055,10.209
549694,31.24,54.56,9.189,0.000,5.552,0.097,0.000,0.042,10.736,10.262
549744,31.23,54.55,8.495,0.091,5.557,0.070,0.193,0.109,10.151,10.251
549794,31.24,54.54,8.361,-0.096,6.493,0.092,0.009,0.060,10.586,10.284
549844,31.24,54.56,7.992,-0.366,5.952,0.176,-0.074,0.137,9.971,10.253
549894,31.25,54.57,8.124,-0.220,5.952,0.222,0.080,0.192,10.073,10.235
549946,31.23,54.56,7.539,-0.464,5.698,0.321,0.220,0.274,9.462,10.158
549996,31.23,54.56,7.453,-0.187,5.552,0.437,-0.042,0.313,9.296,10.071
550045,31.24,54.56,6.871,-0.065,6.103,0.421,0.057,0.378,9.190,9.983
550094,31.24,54.56,6.914,0.393,6.175,0.569,0.029,0.439,9.278,9.913
550145,31.25,54.53,7.068,0.333,6.589,0.573,-0.003,0.463,9.668,9.888
550194,31.25,54.55,6.802,1.125,7.142,0.714,0.167,0.569,9.927,9.892
550244,31.25,54.54,7.140,1.144,7.161,0.604,-0.225,0.508,10.177,9.921
550294,31.24,54.58,7.630,1.051,7.558,0.449,-0.172,0.472,10.792,10.008
550345,31.24,54.52,8.090,0.536,6.730,0.301,0.214,0.280,10.537,10.061
550397,31.23,54.55,9.215,0.472,6.859,0.091,-0.001,0.133,11.498,10.204
550446,31.24,54.54,9.682,-0.163,7.022,0.045,-0.349,-0.070,11.962,10.380
550495,31.24,54.53,10.288,-1.228,5.935,0.091,-0.026,-0.231,11.941,10.536
550544,31.23,54.56,10.238,-1.020,6.843,-0.333,0.229,-0.110,12.356,10.718
550594,31.24,54.54,8.856,-1.010,4.982,0.088,0.019,-0.118,10.212,10.667
550644,31.23,54.52,8.396,-0.627,4.846,-0.193,-0.514,-0.003,9.715,10.572
550694,31.22,54.51,8.049,-0.816,4.063,-0.006,-0.328,-0.215,9.053,10.420
550744,31.23,54.51,8.262,-1.097,4.635,-0.169,-0.135,-0.288,9.537,10.332
550794,31.22,54.49,8.813,-1.070,4.697,-0.252,-0.439,-0.272,10.044,10.303
